epoch,accuracy,loss,val_accuracy,val_loss
34,0.5625065565109253,1.1610509157180786,0.5182502269744873,1.2740557193756104
35,0.5654672980308533,1.15870201587677,0.5505712032318115,1.2055772542953491
36,0.567522406578064,1.1510635614395142,0.5352466106414795,1.2313505411148071
37,0.5673482418060303,1.151719331741333,0.5554472208023071,1.1781623363494873
38,0.5694729685783386,1.1481488943099976,0.5431874990463257,1.2258036136627197
39,0.5657110810279846,1.148785948753357,0.5523822903633118,1.209334135055542
40,0.5706921219825745,1.1401822566986084,0.5617163777351379,1.1755340099334717
41,0.5706573128700256,1.1378477811813354,0.5247979760169983,1.2423592805862427
42,0.5723989009857178,1.138394832611084,0.5431874990463257,1.197033166885376
43,0.5733742117881775,1.1332811117172241,0.5558651685714722,1.1770975589752197
44,0.5726427435874939,1.1352611780166626,0.545416533946991,1.2287827730178833
45,0.5741404891014099,1.1305936574935913,0.538590133190155,1.230884075164795
46,0.5785990357398987,1.1268799304962158,0.53886878490448,1.2247763872146606
47,0.5738967061042786,1.1238590478897095,0.546113133430481,1.211694359779358
48,0.5796440243721008,1.1213029623031616,0.560741126537323,1.1752783060073853
49,0.579504668712616,1.119483470916748,0.5341320633888245,1.264670968055725
50,0.5781114101409912,1.1221328973770142,0.5536361336708069,1.1970993280410767
51,0.5827789306640625,1.1158639192581177,0.5646419525146484,1.1695259809494019
52,0.5801665186882019,1.1173375844955444,0.5482028126716614,1.2138142585754395
53,0.5829182267189026,1.1127327680587769,0.5491780638694763,1.2270538806915283
54,0.5841025710105896,1.1101793050765991,0.5624129176139832,1.180338740348816
55,0.5821170806884766,1.1130094528198242,0.5459738373756409,1.2466140985488892
56,0.5813159346580505,1.109506368637085,0.5562831163406372,1.1858559846878052
57,0.5868194699287415,1.1056586503982544,0.5639454126358032,1.165216088294983
58,0.5869587659835815,1.105812430381775,0.5511284470558167,1.1890380382537842
59,0.5850430130958557,1.1003345251083374,0.5550292730331421,1.1881047487258911
60,0.5877251029014587,1.0986356735229492,0.5678461790084839,1.1625280380249023
61,0.5902678370475769,1.094329833984375,0.5569796562194824,1.1822212934494019
62,0.5889790654182434,1.0953642129898071,0.569100022315979,1.1706962585449219
63,0.5878644585609436,1.0986298322677612,0.5558651685714722,1.2043598890304565
64,0.5849733352661133,1.096296787261963,0.5548899173736572,1.2139723300933838
65,0.59239262342453,1.0861632823944092,0.5472276210784912,1.2347007989883423
66,0.5916263461112976,1.0895700454711914,0.5486207604408264,1.2031704187393188
67,0.5896408557891846,1.088888168334961,0.5455558896064758,1.2133193016052246
68,0.5928454399108887,1.0884896516799927,0.5555865168571472,1.184612512588501
69,0.5931589603424072,1.0839414596557617,0.569796621799469,1.1721147298812866
70,0.596154510974884,1.0824551582336426,0.5670102834701538,1.164453387260437
71,0.5951443910598755,1.083528757095337,0.5675675868988037,1.1661548614501953
72,0.5946915745735168,1.08320951461792,0.5562831163406372,1.2009869813919067
73,0.6118987202644348,1.038058876991272,0.5809417963027954,1.1248608827590942
74,0.6200494766235352,1.0236912965774536,0.5781554579734802,1.124971628189087
75,0.6204326152801514,1.0183745622634888,0.5821955800056458,1.119321584701538
76,0.6215124130249023,1.0155093669891357,0.5831707715988159,1.1201196908950806
77,0.6240900158882141,1.0149189233779907,0.5841460227966309,1.1174196004867554
78,0.6232540607452393,1.0086523294448853,0.5826135277748108,1.1122479438781738
79,0.6232540607452393,1.0058497190475464,0.584703266620636,1.116325855255127
80,0.6239855289459229,1.0048593282699585,0.5830314755439758,1.1180391311645508
81,0.62544846534729,1.0033628940582275,0.5859571099281311,1.1114115715026855
82,0.6260754466056824,1.0044145584106445,0.5859571099281311,1.1124056577682495
83,0.6270507574081421,1.002459168434143,0.5865143537521362,1.1126192808151245
84,0.6283047199249268,0.9950131773948669,0.5883254408836365,1.1151307821273804
85,0.6272249221801758,0.9973862171173096,0.5845639705657959,1.1182973384857178
86,0.6301507949829102,1.000443935394287,0.5894399285316467,1.114922285079956
87,0.6250304579734802,1.0003453493118286,0.5837280750274658,1.1168856620788574
88,0.6298025250434875,0.9974814057350159,0.5884647369384766,1.1154108047485352
89,0.6277822256088257,0.9930987358093262,0.5856784582138062,1.1124564409255981
90,0.6275383830070496,0.9951229095458984,0.592783510684967,1.1060922145843506
91,0.6272946000099182,0.991941511631012,0.5918083190917969,1.10823392868042
92,0.6322755813598633,0.9886171221733093,0.5873502492904663,1.1155973672866821
93,0.6308474540710449,0.9855246543884277,0.5890220403671265,1.1153569221496582
94,0.6309868097305298,0.9880984425544739,0.5883254408836365,1.1180294752120972
95,0.6298721432685852,0.9896751046180725,0.5858177542686462,1.1145401000976562
96,0.6291755437850952,0.9871885180473328,0.5867930054664612,1.1118061542510986
97,0.6322755813598633,0.9868285655975342,0.585121214389801,1.1125876903533936
98,0.6319272518157959,0.9872868061065674,0.5876288414001465,1.1167349815368652
99,0.6320666074752808,0.984434962272644,0.5879074931144714,1.111680507659912
100,0.6289665102958679,0.9835151433944702,0.5904151797294617,1.110549807548523
101,0.6312306523323059,0.9847820401191711,0.5874895453453064,1.1182419061660767
102,0.6331812143325806,0.9857671856880188,0.5911117196083069,1.113485336303711
103,0.6369431018829346,0.9770167469978333,0.592644214630127,1.1092722415924072
104,0.6371172666549683,0.9759097099304199,0.5932014584541321,1.1076087951660156
105,0.635410487651825,0.9748361110687256,0.592783510684967,1.1073863506317139
106,0.6328677535057068,0.9753867983818054,0.5915296673774719,1.1077303886413574
107,0.6337385773658752,0.9767283797264099,0.5932014584541321,1.1090571880340576
108,0.6349576711654663,0.9753792881965637,0.591251015663147,1.1083176136016846
109,0.6365599632263184,0.9752028584480286,0.5901365280151367,1.1089487075805664
